Z,N,Skyrme,Skyrme_sd,UNEDF,UNEDF_sd,Gogny,Gogny_sd,Astro,Astro_sd
48,112,1116.231557,15.654898955516723,1114.7848233333332,6.420819011868646,1108.211899,8.060358282006536,1112.7194385,2.1205262626443653
48,113,1115.41834675,16.09928160899332,1114.1919143333334,6.618290806517941,1107.3636065,8.33079480600519,1111.9000975,2.4184430774802683
48,114,1116.758007,16.515093346175966,1115.338353,6.789282280405165,1108.317697,8.29180423098391,1112.4057565,2.384019705158636
48,115,1115.8378404999999,16.99831900882885,1114.6366633333334,6.911594766176903,1107.4346464999999,8.653518340938753,1111.7114155,2.703149723430277
49,44,728.56936275,1.4600423274015972,730.4590489999999,0.6052013833394791,726.493934,1.8235633348562057,725.8591225,1.3023174497841739
49,45,743.8510652500001,1.3949821543279954,746.1399670000001,0.6335690534259263,741.7244825,1.8589957485546968,741.6947815,1.1528930589974715
49,46,761.13318925,1.4757350797344368,763.4863666666666,0.737665139939731,759.2098530000001,1.2003731580337884,759.8904405000001,0.9610422613395344
49,47,775.99601425,1.5012428995359008,778.6478056666666,0.7815171083075765,773.8314714999999,1.2815016403596653,775.0360995000001,0.8257600061763892
49,48,792.79436875,1.662882514129497,795.4045326666668,0.9555030911495166,790.6491635,0.6639145776712919,792.4567585,0.6409802763303111
49,49,806.53884675,1.7954935711523654,809.4805263333333,0.9959672919099206,804.6699275,0.8183905393028994,806.8074174999999,0.15921569838583166
49,50,822.61289875,2.133892140743343,825.5887756666666,1.3039734912050018,820.850723,0.25696543271027783,822.3030759999999,0.603761710902631
49,51,833.02821625,1.6184713347937296,836.1662173333334,0.8988774546095162,831.0148965,0.7799281730470368,833.4237350000001,0.730108964778592
49,52,845.6794275000001,1.2797288992679865,848.6888476666667,0.7828565617942012,842.9784999999999,0.739200943770964,846.134394,0.6443241842985405
49,53,855.5671275,1.0329377649302696,858.7059329999998,0.4612243475110927,852.543533,1.2365756110169768,856.045053,0.8555242519168905
49,54,867.285959,0.9171185851640263,870.2337096666666,0.3822345774748007,864.4600265,1.564103936528629,867.9407120000001,0.6212470473877187
49,55,876.51082725,0.8205105981145326,879.5541216666667,0.15649015547423478,874.061328,1.9278021881116167,877.4113709999999,0.7051678943925255
49,56,887.7894365,0.8985755221079567,890.6134543333333,0.18053702003836383,885.4990310000001,1.7216409634159815,889.01703,0.258758655507502
49,57,896.406816,0.9775518588545393,899.3469113333334,0.24052364810208124,894.4067485,2.346576986881162,897.912689,0.6043090115512542
49,58,907.2357895,1.1813071804636168,909.9568083333334,0.29981444651708944,905.386976,2.017262509640321,908.898348,0.271036857655895
49,59,915.33578425,1.2326028798452726,918.2207726666666,0.36541921773813246,913.792118,2.5579672662237334,917.409007,0.5953740102641505
49,60,925.7420522499999,1.393666987039686,928.41876,0.2998342037577031,924.340551,2.2590972714467856,927.9846655,0.06411266474335668
49,61,933.46196025,1.4001788778001492,936.2213780000001,0.4255057556237442,932.2047680000001,2.7144910090935515,936.0003245,0.21167312205497524
49,62,943.5604835000001,1.504227270676513,946.0122423333332,0.3867373439587552,942.4642799999999,2.484258455352845,945.9359835,0.0339644600207562
